seriename,date,value
FIN,1.3.2007,0.02799
FIN,1.6.2007,0.00657
FIN,1.9.2007,-0.01469
FIN,1.12.2007,-0.03371
FIN,1.3.2008,-0.04862
FIN,1.6.2008,-0.0579
FIN,1.9.2008,-0.06075
FIN,1.12.2008,-0.05718
FIN,1.3.2009,-0.0481
FIN,1.6.2009,-0.03554
FIN,1.9.2009,-0.02201
FIN,1.12.2009,-0.00975
FIN,1.3.2010,-0.00042
FIN,1.6.2010,0.00494
FIN,1.9.2010,0.00597
FIN,1.12.2010,0.00292
FIN,1.3.2011,-0.00323
FIN,1.6.2011,-0.01073
FIN,1.9.2011,-0.01744
FIN,1.12.2011,-0.02164
FIN,1.3.2012,-0.02237
FIN,1.6.2012,-0.01946
FIN,1.9.2012,-0.01327
FIN,1.12.2012,-0.0046
FIN,1.3.2013,0.00545
FIN,1.6.2013,0.01547
FIN,1.9.2013,0.02385
FIN,1.12.2013,0.0293
FIN,1.3.2014,0.03127
FIN,1.6.2014,0.02986
FIN,1.9.2014,0.02562
FIN,1.12.2014,0.01944
FIN,1.3.2015,0.01227
FIN,1.6.2015,0.00509
FIN,1.9.2015,-0.00103
FIN,1.12.2015,-0.00529
FIN,1.3.2016,-0.00734
FIN,1.6.2016,-0.00725
FIN,1.9.2016,-0.00549
FIN,1.12.2016,-0.0028
FIN,1.3.2017,0.00015
FIN,1.6.2017,0.00263
FIN,1.9.2017,0.00402
FRA,1.6.1971,0.0421
FRA,1.9.1971,0.04094
FRA,1.12.1971,0.03851
FRA,1.3.1972,0.03471
FRA,1.6.1972,0.02927
FRA,1.9.1972,0.02199
FRA,1.12.1972,0.0131
FRA,1.3.1973,0.00328
FRA,1.6.1973,-0.00666
FRA,1.9.1973,-0.0159
